year,country origin,country destination,export_val
2007,Vietnam,MOZ,179023.25
2007,Vietnam,MRT,248437.44
2007,Vietnam,MUS,1992440.75
2007,Vietnam,MWI,118326.68
2007,Vietnam,NER,6175482.18
2007,Vietnam,NGA,52511015.22
2007,Vietnam,RWA,98242.08
2007,Vietnam,SDN,17799.39
2007,Vietnam,SEN,384920.45
2007,Vietnam,SYC,3680901.85
2007,Vietnam,TGO,11053.83
2007,Vietnam,TUN,1021788.16
2007,Vietnam,TZA,1342540.12
2007,Vietnam,UGA,965245.9
2007,Vietnam,ZAF,2994757.0
2007,Vietnam,ZMB,113126.5
2007,Vietnam,ZWE,256677.62
2007,Vietnam,ARE,47033.21
2007,Vietnam,ARM,48930.0
2007,Vietnam,BGD,1283115.53
2007,Vietnam,BTN,1155.0
2007,Vietnam,CHN,521201927.9
2007,Vietnam,CYP,151144.42
2007,Vietnam,GEO,456269.0
2007,Vietnam,HKG,17835615.72
2007,Vietnam,IDN,2623803.21
2007,Vietnam,IND,157320734.3
2007,Vietnam,ISR,20000.0
2007,Vietnam,KAZ,904771.56
2007,Vietnam,KGZ,48531.14
2007,Vietnam,KHM,185098.29
2007,Vietnam,LBN,4516884.68
2007,Vietnam,LKA,368081.41
2007,Vietnam,MNG,116193.2
2007,Vietnam,MYS,796280.59
2007,Vietnam,PAK,18100472.48
2007,Vietnam,PSE,6258950.73
2007,Vietnam,QAT,5194057.56
2007,Vietnam,SAU,30524208.58
2007,Vietnam,SGP,904713.89
2007,Vietnam,SYR,44946347.11
2007,Vietnam,THA,33273124.36
2007,Vietnam,TUR,1502181.31
2007,Vietnam,YEM,1573280.24
2007,Vietnam,ALB,191219.0
2007,Vietnam,AUT,1766102.86
2007,Vietnam,BGR,11121720.84
2007,Vietnam,BIH,812562.53
2007,Vietnam,BLR,2309934.64
2007,Vietnam,BLX,1039893.39
2007,Vietnam,CHE,428599.7
2007,Vietnam,CZE,4759836.55
2007,Vietnam,DEU,15069253.72
2007,Vietnam,DNK,1344332.65
2007,Vietnam,ESP,5366637.05
2007,Vietnam,EST,629656.53
2007,Vietnam,FIN,2125677.92
2007,Vietnam,FRA,12406792.32
2007,Vietnam,GBR,4605692.92
2007,Vietnam,GRC,445836.68
2007,Vietnam,HRV,386247.51
2007,Vietnam,IRL,3243801.66
2007,Vietnam,ITA,670144.32
2007,Vietnam,LTU,101011.93
2007,Vietnam,MDA,289495.55
2007,Vietnam,MKD,1586454.64
2007,Vietnam,MNE,470693.0
2007,Vietnam,NLD,38639630.02
2007,Vietnam,POL,13978581.51
2007,Vietnam,PRT,215343.22
2007,Vietnam,ROU,45155.63
2007,Vietnam,RUS,33374379.93
2007,Vietnam,SRB,1892246.03
2007,Vietnam,SVK,1160331.24
2007,Vietnam,SVN,7448834.28
2007,Vietnam,SWE,19291.0
2007,Vietnam,UKR,6020531.47
2007,Vietnam,ATG,72865.87
2007,Vietnam,BLZ,85393.0
2007,Vietnam,BRB,594110.93
2007,Vietnam,CAN,50541.67
2007,Vietnam,CRI,1017308.57
2007,Vietnam,DMA,2668.07
2007,Vietnam,DOM,59163434.17
2007,Vietnam,GRL,14372.0
2007,Vietnam,GTM,111576.2
2007,Vietnam,HND,4269311.28
2007,Vietnam,JAM,3059414.69
2007,Vietnam,KNA,132137.28
2007,Vietnam,LCA,2221.0
2007,Vietnam,MEX,36717514.66
2007,Vietnam,MSR,27796.0
2007,Vietnam,NIC,4911761.49
2007,Vietnam,SLV,5634120.61
2007,Vietnam,TTO,4229286.51
2007,Vietnam,VCT,78461.31
2007,Vietnam,AUS,6235238.29
2007,Vietnam,COK,79818.0
2007,Vietnam,FJI,271310.55
2007,Vietnam,NCL,333868.67
2007,Vietnam,PYF,87598.62
2007,Vietnam,WSM,16308.0
2007,Vietnam,BOL,560584.95
2007,Vietnam,BRA,82750344.38
2007,Vietnam,CHL,150719.71
2007,Vietnam,COL,8296268.17
2007,Vietnam,ECU,71236.48
2007,Vietnam,GUY,31277.39
2007,Vietnam,PER,1786487.81
2007,Vietnam,PRY,21426339.27
2007,Vietnam,SUR,4528893.8
2007,Vietnam,URY,615072.91
2007,Vietnam,VEN,211563768.5
2008,Vietnam,BDI,65784.24
2008,Vietnam,BEN,545734.62
2008,Vietnam,BFA,2400152.42
2008,Vietnam,CAF,109649.96
2008,Vietnam,CIV,3478826.04
2008,Vietnam,CMR,260854.89
2008,Vietnam,COG,266156.33
2008,Vietnam,COM,248219.5
2008,Vietnam,CPV,28247.0
2008,Vietnam,DZA,24745809.0
2008,Vietnam,EGY,32676798.52
2008,Vietnam,ETH,8199696.73
2008,Vietnam,GAB,3555158.03
2008,Vietnam,GHA,4553382.04
2008,Vietnam,GIN,91342.6
2008,Vietnam,KEN,653419.79
2008,Vietnam,MDG,170693.39
2008,Vietnam,MLI,395949.36
2008,Vietnam,MOZ,2962231.96
2008,Vietnam,MRT,289750.26
2008,Vietnam,MUS,1566448.8
2008,Vietnam,MWI,35780.0
2008,Vietnam,NER,11802783.61
2008,Vietnam,NGA,1594035.85
2008,Vietnam,RWA,99070.6
2008,Vietnam,SEN,611372.58
2008,Vietnam,SYC,2848919.79
2008,Vietnam,TGO,661323.22
2008,Vietnam,TUN,6698027.14
2008,Vietnam,TZA,239625.71
2008,Vietnam,UGA,939715.89
2008,Vietnam,ZAF,3383021.0
2008,Vietnam,ZWE,43378.75
2008,Vietnam,AFG,2971037.11
2008,Vietnam,ARE,25369731.61
2008,Vietnam,ARM,46222.0
2008,Vietnam,AZE,14568.32
2008,Vietnam,CHN,680214974.2
2008,Vietnam,CYP,35895.0
2008,Vietnam,GEO,1710621.0
2008,Vietnam,HKG,24424722.14
2008,Vietnam,IDN,7705533.98
2008,Vietnam,IND,91171016.14
2008,Vietnam,ISR,9000.0
2008,Vietnam,KAZ,631495.88
2008,Vietnam,KHM,764428.56
2008,Vietnam,KWT,10162537.0
2008,Vietnam,LBN,7513786.33
2008,Vietnam,LKA,119241.0
2008,Vietnam,MAC,7406.0
2008,Vietnam,MYS,1527807.95
2008,Vietnam,PAK,12367486.74
2008,Vietnam,PSE,33268.0
2008,Vietnam,QAT,68719932.68
2008,Vietnam,SAU,19758176.41
2008,Vietnam,SGP,267239.66
2008,Vietnam,SYR,2507831.84
2008,Vietnam,THA,26141317.54
2008,Vietnam,TUR,48331068.94
2008,Vietnam,YEM,1397140.78
2008,Vietnam,ALB,1114025.39
2008,Vietnam,AUT,348179.17
2008,Vietnam,BGR,13699935.83
2008,Vietnam,BIH,332624.14
2008,Vietnam,BLR,3011361.11
2008,Vietnam,BLX,5074301.92
2008,Vietnam,CHE,197250.0
2008,Vietnam,CZE,8035461.96
2008,Vietnam,DEU,21474234.05
2008,Vietnam,DNK,400723.61
2008,Vietnam,ESP,5445197.07
2008,Vietnam,EST,844344.54
2008,Vietnam,FIN,976996.89
2008,Vietnam,FRA,6197308.43
2008,Vietnam,GBR,5644119.32
2008,Vietnam,GRC,90882058.01
2008,Vietnam,HRV,637398.27
2008,Vietnam,HUN,33000.0
2008,Vietnam,IRL,2271513.48
2008,Vietnam,ITA,3464264.71
2008,Vietnam,LTU,66147.24
2008,Vietnam,MDA,850490.81
2008,Vietnam,MKD,1893333.84
2008,Vietnam,MNE,643786.92
2008,Vietnam,NLD,18379018.74
2008,Vietnam,POL,92858781.89
2008,Vietnam,ROU,153402.74
2008,Vietnam,RUS,13733347.77
2008,Vietnam,SRB,12289368.88
2008,Vietnam,SVK,7959650.09
2008,Vietnam,SVN,5730334.48
2008,Vietnam,SWE,19551.0
2008,Vietnam,UKR,8214875.5
2008,Vietnam,BLZ,12874.0
2008,Vietnam,BRB,306069.31
2008,Vietnam,CAN,52817.56
2008,Vietnam,CRI,6704309.95
2008,Vietnam,DOM,58152439.7
2008,Vietnam,GTM,116500.0
2008,Vietnam,JAM,2075214.44
2008,Vietnam,KNA,184798.64
2008,Vietnam,LCA,1636.0
2008,Vietnam,MEX,19032569.31
2008,Vietnam,NIC,5682117.44
2008,Vietnam,SLV,2319289.28
2008,Vietnam,TTO,8285045.25
2008,Vietnam,VCT,5316.08
2008,Vietnam,AUS,5590410.49
2008,Vietnam,FJI,1395208.51
2008,Vietnam,NCL,398846.55
2008,Vietnam,PYF,22721.6
2008,Vietnam,TON,26823.0
2008,Vietnam,WSM,118304.35
2008,Vietnam,BOL,957768.09
2008,Vietnam,BRA,171031134.3
2008,Vietnam,CHL,289059.36
2008,Vietnam,COL,15369515.99
2008,Vietnam,ECU,1374824.96
2008,Vietnam,GUY,686538.66
2008,Vietnam,PER,19250262.48
2008,Vietnam,PRY,34275715.38
2008,Vietnam,SUR,7615177.92
2008,Vietnam,URY,1620367.03
2008,Vietnam,VEN,204705338.0
2009,Vietnam,BDI,150245.21
2009,Vietnam,BEN,4310699.22
2009,Vietnam,BFA,47321.06
2009,Vietnam,CAF,25223.45
2009,Vietnam,CIV,790123.27
2009,Vietnam,CMR,11480.0
2009,Vietnam,COG,231147.73
2009,Vietnam,COM,242849.56
2009,Vietnam,DZA,9896731.0
2009,Vietnam,EGY,28006161.28
2009,Vietnam,ETH,6539840.59
2009,Vietnam,GAB,1434884.94
2009,Vietnam,GHA,2154360.33
2009,Vietnam,KEN,1204644.18
2009,Vietnam,MDG,25173.4
2009,Vietnam,MOZ,770775.52
2009,Vietnam,MRT,599283.21
2009,Vietnam,MUS,326780.43
2009,Vietnam,MWI,107270.91
2009,Vietnam,NER,16697799.42
2009,Vietnam,RWA,601342.67
2009,Vietnam,SDN,677739.82
2009,Vietnam,SEN,1221325.93
2009,Vietnam,STP,21947.78
2009,Vietnam,TGO,174915.26
2009,Vietnam,TUN,1264022.85
2009,Vietnam,TZA,117661.32
2009,Vietnam,UGA,859887.25
2009,Vietnam,ZAF,1385754.17
2009,Vietnam,ZMB,89485.25
2009,Vietnam,ZWE,125840.58
2009,Vietnam,ARM,66476.82
2009,Vietnam,BTN,712358.59
2009,Vietnam,CHN,714875177.3
2009,Vietnam,CYP,37850.15
2009,Vietnam,GEO,293168.0
2009,Vietnam,HKG,23492203.53
2009,Vietnam,IDN,7214379.96
2009,Vietnam,IND,5726597.11
2009,Vietnam,ISR,7838.62
2009,Vietnam,KAZ,1029154.61
2009,Vietnam,KHM,1461675.53
2009,Vietnam,LBN,6816713.48
2009,Vietnam,LKA,384516.48
2009,Vietnam,MAC,1928.0
2009,Vietnam,MYS,181273.05
2009,Vietnam,NPL,3561955.69
2009,Vietnam,PAK,8645578.76
2009,Vietnam,PSE,240324.24
2009,Vietnam,SAU,43033218.28
2009,Vietnam,SGP,741460.75
2009,Vietnam,SYR,1136019.5
2009,Vietnam,THA,12224628.55
2009,Vietnam,TUR,2205166.86
2009,Vietnam,YEM,1885217.51
2009,Vietnam,ALB,202617.56
2009,Vietnam,AUT,480419.51
2009,Vietnam,BGR,8103150.86
2009,Vietnam,BIH,97416.55
2009,Vietnam,BLR,3734458.99
2009,Vietnam,BLX,2533308.82
2009,Vietnam,CHE,883701.0
2009,Vietnam,CZE,7044361.32
2009,Vietnam,DEU,52033434.23
2009,Vietnam,DNK,332570.53
2009,Vietnam,ESP,5259253.08
2009,Vietnam,EST,227807.0
2009,Vietnam,FIN,249158.52
2009,Vietnam,FRA,9537220.41
2009,Vietnam,GBR,1154323.09
2009,Vietnam,GRC,1151413.9
2009,Vietnam,HRV,494883.23
2009,Vietnam,IRL,1136419.81
2009,Vietnam,ITA,786820.51
2009,Vietnam,LTU,8231.44
2009,Vietnam,MDA,554333.22
2009,Vietnam,MKD,715735.99
2009,Vietnam,MNE,165821.0
2009,Vietnam,NLD,20229836.47
2009,Vietnam,POL,34602662.68
2009,Vietnam,PRT,442475.0
2009,Vietnam,ROU,3105.0
2009,Vietnam,RUS,7605684.66
2009,Vietnam,SRB,669929.35
2009,Vietnam,SVK,5948523.09
2009,Vietnam,SVN,1925709.13
2009,Vietnam,SWE,156355.16
2009,Vietnam,UKR,725611.56
2009,Vietnam,ATG,957033.93
2009,Vietnam,BLZ,16229.39
2009,Vietnam,BRB,329640.85
2009,Vietnam,CAN,62916.57
2009,Vietnam,CRI,1214219.31
2009,Vietnam,DMA,11102.22
2009,Vietnam,DOM,17674217.04
2009,Vietnam,GRL,1253.0
2009,Vietnam,GTM,1288054.08
2009,Vietnam,HND,2396346.78
2009,Vietnam,JAM,1898934.49
2009,Vietnam,KNA,336732.72
2009,Vietnam,MEX,10708684.69
2009,Vietnam,NIC,3175496.48
2009,Vietnam,SLV,785966.34
2009,Vietnam,TTO,1814975.89
2009,Vietnam,VCT,73801.43
2009,Vietnam,AUS,3491600.54
2009,Vietnam,FJI,1003665.82
2009,Vietnam,NCL,560506.97
2009,Vietnam,PYF,10269.11
2009,Vietnam,TON,33203.36
2009,Vietnam,VUT,106140.9
2009,Vietnam,WSM,124646.24
2009,Vietnam,BOL,748373.81
2009,Vietnam,BRA,93195453.25
2009,Vietnam,CHL,644283.96
2009,Vietnam,COL,10381071.72
2009,Vietnam,ECU,187892.06
2009,Vietnam,GUY,1132455.98
2009,Vietnam,PER,18156777.83
2009,Vietnam,PRY,21274738.71
2009,Vietnam,SUR,1504884.53
2009,Vietnam,URY,736154.07
2009,Vietnam,VEN,37263503.92
2010,Vietnam,BDI,15069.65
2010,Vietnam,BEN,4060703.11
2010,Vietnam,BFA,116701.08
2010,Vietnam,CAF,50781.02
2010,Vietnam,CIV,1094775.09
2010,Vietnam,CMR,8943.0
2010,Vietnam,COG,232605.48
2010,Vietnam,DZA,8343776.0
2010,Vietnam,EGY,65348427.75
2010,Vietnam,ETH,4106654.81
2010,Vietnam,GHA,253020.75
2010,Vietnam,GMB,189801.09
2010,Vietnam,KEN,189423.88
2010,Vietnam,MDG,67447.42
2010,Vietnam,MLI,258629.2
2010,Vietnam,MOZ,49352.05
2010,Vietnam,MRT,664090.67
2010,Vietnam,MUS,114174.8
2010,Vietnam,MWI,34709.49
2010,Vietnam,NER,8942072.08
2010,Vietnam,SDN,184481.96
2010,Vietnam,SEN,441529.55
2010,Vietnam,TGO,170667.84
2010,Vietnam,TUN,2044669.12
2010,Vietnam,TZA,7400593.08
2010,Vietnam,UGA,766755.0
2010,Vietnam,ZAF,1445092.0
2010,Vietnam,ZMB,560733.69
2010,Vietnam,ZWE,244199.24
2010,Vietnam,ARM,1978.0
2010,Vietnam,BHR,31486.09
2010,Vietnam,CHN,1099892718.0
2010,Vietnam,CYP,113645.05
2010,Vietnam,GEO,85836.0
2010,Vietnam,HKG,2685714.0
2010,Vietnam,IDN,7158927.21
2010,Vietnam,IND,44492203.78
2010,Vietnam,JOR,8605.28
2010,Vietnam,KAZ,546381.79
2010,Vietnam,KHM,1742064.04
2010,Vietnam,LBN,4297142.65
2010,Vietnam,LKA,34978492.62
2010,Vietnam,MAC,2874.0
2010,Vietnam,NPL,1392413.66
2010,Vietnam,PAK,18159089.18
2010,Vietnam,PSE,153895.44
2010,Vietnam,QAT,1878219.75
2010,Vietnam,SAU,24367933.15
2010,Vietnam,SGP,546429.14
2010,Vietnam,SYR,161942.0
2010,Vietnam,THA,18559948.09
2010,Vietnam,TUR,4369741.42
2010,Vietnam,YEM,1071730.67
2010,Vietnam,ALB,533278.3
2010,Vietnam,AUT,539962.91
2010,Vietnam,BGR,61515.5
2010,Vietnam,BIH,245436.18
2010,Vietnam,BLR,7106836.49
2010,Vietnam,BLX,2311268.95
2010,Vietnam,CHE,876938.0
2010,Vietnam,CZE,4063105.47
2010,Vietnam,DEU,33728811.97
2010,Vietnam,DNK,522710.36
2010,Vietnam,ESP,3573236.81
2010,Vietnam,EST,133124.4
2010,Vietnam,FIN,627795.28
2010,Vietnam,FRA,6779568.87
2010,Vietnam,GBR,2433451.76
2010,Vietnam,GRC,1151064.51
2010,Vietnam,HRV,471240.09
2010,Vietnam,HUN,1000.0
2010,Vietnam,IRL,1855799.97
2010,Vietnam,ITA,982456.02
2010,Vietnam,LVA,5647.04
2010,Vietnam,MDA,177805.01
2010,Vietnam,MKD,647916.78
2010,Vietnam,MNE,242028.0
2010,Vietnam,NLD,79536661.26
2010,Vietnam,POL,16443180.6
2010,Vietnam,PRT,125019.0
2010,Vietnam,ROU,262914.31
2010,Vietnam,RUS,15749870.64
2010,Vietnam,SRB,1286266.34
2010,Vietnam,SVK,4002957.2
2010,Vietnam,SVN,2928459.56
2010,Vietnam,SWE,487463.1
2010,Vietnam,UKR,2449715.96
2010,Vietnam,ATG,1281461.78
2010,Vietnam,BMU,17325.95
2010,Vietnam,BRB,301369.21
2010,Vietnam,CAN,81754.35
2010,Vietnam,CRI,1607532.62
2010,Vietnam,DMA,39428.75
2010,Vietnam,DOM,16259736.08
2010,Vietnam,GTM,274248.2
2010,Vietnam,HND,4251766.54
2010,Vietnam,JAM,2053732.76
2010,Vietnam,KNA,13097.95
2010,Vietnam,MEX,22107916.8
2010,Vietnam,NIC,797184.2
2010,Vietnam,SLV,796432.68
2010,Vietnam,TTO,1095124.16
2010,Vietnam,USA,8763.0
2010,Vietnam,VCT,31536.0
2010,Vietnam,AUS,6239390.23
2010,Vietnam,FJI,165429.51
2010,Vietnam,NCL,519453.03
2010,Vietnam,PYF,1316.0
2010,Vietnam,SLB,101309.0
2010,Vietnam,VUT,19739.0
2010,Vietnam,WSM,480925.02
2010,Vietnam,BOL,4897116.11
2010,Vietnam,BRA,116127452.3
2010,Vietnam,CHL,259381.99
2010,Vietnam,COL,11695561.88
2010,Vietnam,ECU,401880.85
2010,Vietnam,GUY,2367616.3
2010,Vietnam,PRY,19750000.79
2010,Vietnam,SUR,7730441.92
2010,Vietnam,URY,750142.56
2010,Vietnam,VEN,42064138.58
2011,Vietnam,BDI,116970.94
2011,Vietnam,BFA,91802.07
2011,Vietnam,CAF,2152.48
2011,Vietnam,CIV,2989865.53
2011,Vietnam,CMR,185039.86
2011,Vietnam,DZA,15341407.0
2011,Vietnam,EGY,23326338.35
2011,Vietnam,ETH,6305531.35
2011,Vietnam,GHA,4763460.08
2011,Vietnam,GMB,91873.68
2011,Vietnam,MDG,379149.1
2011,Vietnam,MLI,290584.06
2011,Vietnam,MOZ,978987.21
2011,Vietnam,MRT,1131337.07
2011,Vietnam,MUS,557880.1
2011,Vietnam,MWI,41420.81
2011,Vietnam,NER,3643454.53
2011,Vietnam,RWA,142247.21
2011,Vietnam,SDN,85952.99
2011,Vietnam,SEN,970636.97
2011,Vietnam,TGO,134622.1
2011,Vietnam,TUN,1158144.46
2011,Vietnam,TZA,4350955.85
2011,Vietnam,UGA,527254.28
2011,Vietnam,ZAF,3574213.0
2011,Vietnam,ZMB,349298.12
2011,Vietnam,ZWE,1451707.45
2011,Vietnam,ARM,9156.0
2011,Vietnam,AZE,26340.49
2011,Vietnam,BHR,234077859.5
2011,Vietnam,CHN,2269788031.0
2011,Vietnam,CYP,36903.13
2011,Vietnam,GEO,5104668.0
2011,Vietnam,HKG,3483032.0
2011,Vietnam,IDN,29780747.3
2011,Vietnam,IND,9354073.88
2011,Vietnam,KHM,26464.89
2011,Vietnam,LBN,3486500.77
2011,Vietnam,LKA,3295653.67
2011,Vietnam,NPL,1072402.92
2011,Vietnam,PAK,24788613.08
2011,Vietnam,PSE,824724.05
2011,Vietnam,SAU,32263753.44
2011,Vietnam,THA,11709172.98
2011,Vietnam,TUR,3396989.96
2011,Vietnam,YEM,648142.98
2011,Vietnam,ALB,271028.26
2011,Vietnam,AUT,448231.82
2011,Vietnam,BGR,271749.25
2011,Vietnam,BIH,152052.48
2011,Vietnam,BLR,2676776.33
2011,Vietnam,BLX,3181415.39
2011,Vietnam,CHE,971402.0
2011,Vietnam,CZE,7294046.41
2011,Vietnam,DEU,49997666.54
2011,Vietnam,DNK,1416682.19
2011,Vietnam,ESP,3670122.72
2011,Vietnam,EST,55175.96
2011,Vietnam,FIN,5222.0
2011,Vietnam,FRA,11500131.25
2011,Vietnam,GBR,5210715.75
2011,Vietnam,GRC,1226165.91
2011,Vietnam,HRV,234087.0
2011,Vietnam,IRL,1444250.95
2011,Vietnam,ITA,595277.22
2011,Vietnam,LTU,6922.0
2011,Vietnam,MDA,72125.43
2011,Vietnam,MKD,319616.98
2011,Vietnam,MNE,155729.3
2011,Vietnam,NLD,89812983.57
2011,Vietnam,POL,10661970.99
2011,Vietnam,PRT,63764.87
2011,Vietnam,ROU,449282.9
2011,Vietnam,RUS,13933284.63
2011,Vietnam,SRB,4582149.5
2011,Vietnam,SVK,3751233.64
2011,Vietnam,SVN,1354699.5
2011,Vietnam,SWE,593316.8
2011,Vietnam,UKR,555257.72
2011,Vietnam,ATG,1492753.91
2011,Vietnam,BHS,103946.0
2011,Vietnam,BLZ,164194.23
2011,Vietnam,BMU,87790.0
2011,Vietnam,BRB,116228.42
2011,Vietnam,CAN,36531.97
2011,Vietnam,CRI,3158159.42
2011,Vietnam,DOM,23082427.13
2011,Vietnam,GRL,1756.0
2011,Vietnam,GTM,443038.0
2011,Vietnam,HND,2798867.18
2011,Vietnam,JAM,2479881.67
2011,Vietnam,KNA,123318.0
2011,Vietnam,MEX,11389001.51
2011,Vietnam,NIC,354238.29
2011,Vietnam,SLV,655494.7
2011,Vietnam,VCT,152208.73
2011,Vietnam,AUS,6901048.37
2011,Vietnam,FJI,139190.51
2011,Vietnam,NCL,486961.41
2011,Vietnam,PNG,3659634.28
2011,Vietnam,PYF,12687.0
2011,Vietnam,SLB,91095.39
2011,Vietnam,TON,52269.0
2011,Vietnam,VUT,2520.0
2011,Vietnam,WSM,250903.71
2011,Vietnam,BOL,2740454.83
2011,Vietnam,BRA,50224882.57
2011,Vietnam,CHL,2804611.35
2011,Vietnam,COL,16110278.72
2011,Vietnam,ECU,2541256.47
2011,Vietnam,GUY,5485789.72
2011,Vietnam,PER,1574570.0
2011,Vietnam,PRY,32218345.84
2011,Vietnam,SUR,9553882.85
2011,Vietnam,URY,519227.18
2011,Vietnam,VEN,16862851.27
2012,Vietnam,BDI,149559.46
2012,Vietnam,BEN,2909099.75
2012,Vietnam,CAF,138258.51
2012,Vietnam,CIV,622778.32
2012,Vietnam,CMR,42524.0
2012,Vietnam,COG,30001.65
2012,Vietnam,CPV,9304.14
2012,Vietnam,DZA,1773193.0
2012,Vietnam,EGY,18450310.78
2012,Vietnam,ETH,14556919.78
2012,Vietnam,GHA,444649.2
2012,Vietnam,GMB,62268.97
2012,Vietnam,MAR,2531709.59
2012,Vietnam,MDG,148070.49
2012,Vietnam,MLI,4873126.84
2012,Vietnam,MOZ,2910731.04
2012,Vietnam,MRT,3256777.9
2012,Vietnam,MUS,57016.08
2012,Vietnam,NER,2264492.68
2012,Vietnam,NGA,34457.76
2012,Vietnam,RWA,861179.63
2012,Vietnam,SEN,317301.88
2012,Vietnam,STP,15180.0
2012,Vietnam,TGO,58740.92
2012,Vietnam,TUN,1729698.9
2012,Vietnam,TZA,1224218.3
2012,Vietnam,UGA,876117.14
2012,Vietnam,ZAF,1921897.0
2012,Vietnam,ZMB,1566186.35
2012,Vietnam,ZWE,1459041.49
2012,Vietnam,ARM,77130.47
2012,Vietnam,AZE,9794.44
2012,Vietnam,BRN,551202.47
2012,Vietnam,CHN,2273733156.0
2012,Vietnam,CYP,13933.44
2012,Vietnam,GEO,8098893.0
2012,Vietnam,HKG,6325090.12
2012,Vietnam,IDN,56794347.31
2012,Vietnam,IND,131783.9
2012,Vietnam,ISR,164000.0
2012,Vietnam,KAZ,240645.23
2012,Vietnam,KGZ,1369.0
2012,Vietnam,LBN,1333759.74
2012,Vietnam,LKA,7455222.38
2012,Vietnam,MAC,47554.0
2012,Vietnam,PAK,40071952.93
2012,Vietnam,PSE,657776.7
2012,Vietnam,SAU,19862247.51
2012,Vietnam,SGP,734293.2
2012,Vietnam,THA,20315904.6
2012,Vietnam,TUR,3295941.65
2012,Vietnam,YEM,540458.46
2012,Vietnam,ALB,106409.13
2012,Vietnam,AUT,840649.51
2012,Vietnam,BGR,9408.0
2012,Vietnam,BIH,374574.33
2012,Vietnam,BLR,681761.21
2012,Vietnam,BLX,382309.01
2012,Vietnam,CHE,967878.0
2012,Vietnam,CZE,2357209.1
2012,Vietnam,DEU,15177674.8
2012,Vietnam,DNK,187193.74
2012,Vietnam,ESP,2330744.75
2012,Vietnam,EST,114504.46
2012,Vietnam,FIN,411647.84
2012,Vietnam,FRA,8093027.92
2012,Vietnam,GBR,4544391.35
2012,Vietnam,GRC,65311.1
2012,Vietnam,HRV,143304.61
2012,Vietnam,IRL,3395008.86
2012,Vietnam,ITA,982649.04
2012,Vietnam,MDA,18473.0
2012,Vietnam,MKD,738702.84
2012,Vietnam,MNE,276514.34
2012,Vietnam,NLD,8546792.31
2012,Vietnam,POL,5853718.06
2012,Vietnam,PRT,2517391.78
2012,Vietnam,RUS,10669652.34
2012,Vietnam,SRB,4237358.32
2012,Vietnam,SVK,6166661.02
2012,Vietnam,SVN,1937576.75
2012,Vietnam,SWE,80033.0
2012,Vietnam,UKR,1557329.26
2012,Vietnam,ATG,2941077.67
2012,Vietnam,BHS,2982151.63
2012,Vietnam,BLZ,116243.63
2012,Vietnam,BRB,617841.5
2012,Vietnam,CAN,14126.23
2012,Vietnam,CRI,5334247.01
2012,Vietnam,DMA,17238.0
2012,Vietnam,GTM,134314.72
2012,Vietnam,HND,3655546.45
2012,Vietnam,JAM,1542123.85
2012,Vietnam,MEX,7386501.44
2012,Vietnam,NIC,242441.83
2012,Vietnam,SLV,651226.03
2012,Vietnam,VCT,37601.44
2012,Vietnam,AUS,7982689.99
2012,Vietnam,FJI,310363.38
2012,Vietnam,NCL,302057.39
2012,Vietnam,PNG,1687895.61
2012,Vietnam,PYF,40221.22
2012,Vietnam,TON,44940.5
2012,Vietnam,WSM,614926.27
2012,Vietnam,BOL,1007972.15
2012,Vietnam,BRA,40725770.13
2012,Vietnam,CHL,1890414.73
2012,Vietnam,COL,7496132.4
2012,Vietnam,ECU,14974833.44
2012,Vietnam,GUY,5509396.54
2012,Vietnam,PER,2369492.51
2012,Vietnam,PRY,23869750.89
2012,Vietnam,URY,945315.99
2012,Vietnam,VEN,39396876.33
2013,Vietnam,BEN,881289.43
2013,Vietnam,BFA,6710408.42
2013,Vietnam,CAF,128616.7
2013,Vietnam,CIV,521915.05
2013,Vietnam,COG,53396.55
2013,Vietnam,DZA,2428043.0
2013,Vietnam,EGY,19600826.26
2013,Vietnam,ETH,10548656.44
2013,Vietnam,GHA,218990.46
2013,Vietnam,GMB,77491.11
2013,Vietnam,MAR,1391710.14
2013,Vietnam,MDG,193890.08
2013,Vietnam,MOZ,8367427.25
2013,Vietnam,MRT,5699436.55
2013,Vietnam,MUS,13621.37
2013,Vietnam,MWI,122594.0
2013,Vietnam,NER,4352261.56
2013,Vietnam,NGA,4470630.26
2013,Vietnam,RWA,977726.74
2013,Vietnam,STP,1138.0
2013,Vietnam,TGO,505885.72
2013,Vietnam,TUN,1257409.3
2013,Vietnam,TZA,2519273.54
2013,Vietnam,UGA,828329.55
2013,Vietnam,ZAF,3046450.0
2013,Vietnam,ZMB,215865.74
2013,Vietnam,ZWE,1170753.67
2013,Vietnam,BRN,278505.04
2013,Vietnam,CHN,2718394688.0
2013,Vietnam,CYP,2162.0
2013,Vietnam,GEO,3518737.0
2013,Vietnam,HKG,741194.0
2013,Vietnam,IDN,12838832.44
2013,Vietnam,IND,31645202.09
2013,Vietnam,KAZ,264006.0
2013,Vietnam,KGZ,32148.22
2013,Vietnam,KHM,137716.88
2013,Vietnam,KWT,83652.27
2013,Vietnam,LBN,469560.25
2013,Vietnam,LKA,5774357.1
2013,Vietnam,MNG,174900.0
2013,Vietnam,MYS,58513.41
2013,Vietnam,PAK,41372233.8
2013,Vietnam,PSE,973044.81
2013,Vietnam,QAT,3203912.51
2013,Vietnam,SAU,8869971.84
